"B0 AOI1";;;;;;;;;;
"Index [1]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"Sigma_X [mm]";"Sigma_Y [mm]";"Sigma_Z [mm]";"sigma [pixel]"
62;-378,1942138671875;136,45712280273438;41009,19140625;-606,49755859375;645,6098022460938;-97,34674072265625;0,5926447510719299;0,246673583984375;0,17359276115894318;0,010086516849696636
63;-378,1942138671875;136,45712280273438;41009,19140625;-623,9235229492188;615,386962890625;-98,3747787475586;0,5911118388175964;0,24871674180030823;0,17407754063606262;0,010133969597518444
64;-378,1942138671875;136,45712280273438;41009,19140625;-641,3728637695312;587,6959838867188;-99,67436981201172;0,5850284695625305;0,2432572990655899;0,17199595272541046;0,009980746544897556
65;-378,1942138671875;136,45712280273438;41009,19140625;-586,4432373046875;559,1456909179688;-90,87525177001953;0,5776029825210571;0,24046026170253754;0,17021413147449493;0,009843632578849792
66;-378,1942138671875;136,45712280273438;41009,19140625;-598,1493530273438;514,7362060546875;-90,99251556396484;0,5874708890914917;0,2443166971206665;0,17343106865882874;0,010110343806445599
67;-378,1942138671875;136,45712280273438;41009,19140625;-564,3045043945312;471,68707275390625;-85,56402587890625;0,585594654083252;0,24199442565441132;0,17290058732032776;0,01007222943007946
68;-378,1942138671875;136,45712280273438;41009,19140625;-507,8767395019531;438,2494812011719;-76,03396606445312;0,5963459014892578;0,24645905196666718;0,17643868923187256;0,010357936844229698
69;-378,1942138671875;136,45712280273438;41009,19140625;-419,3463134765625;371,09075927734375;-62,36941146850586;0,5959855914115906;0,24681589007377625;0,17680582404136658;0,01038682647049427
70;-378,1942138671875;136,45712280273438;41009,19140625;-433,6114807128906;335,1896057128906;-62,93014144897461;0,5732269883155823;0,23785680532455444;0,17051362991333008;0,009888830594718456
71;-378,1942138671875;136,45712280273438;41009,19140625;-360,8370666503906;303,4469299316406;-51,9959716796875;0,5820445418357849;0,2411462366580963;0,17340491712093353;0,010118833743035793
72;-378,1942138671875;136,45712280273438;41009,19140625;-298,3817138671875;259,10699462890625;-41,96546936035156;0,5965894460678101;0,2431458979845047;0,17721186578273773;0,01042238250374794
73;-378,1942138671875;136,45712280273438;41009,19140625;-300,0134582519531;216,46221923828125;-41,00029373168945;0,5863421559333801;0,23959703743457794;0,17465810477733612;0,010223873890936375
74;-378,1942138671875;136,45712280273438;41009,19140625;-238,5706787109375;192,8552703857422;-32,90780258178711;0,5663691759109497;0,23379816114902496;0,16956910490989685;0,009809121489524841
75;-378,1942138671875;136,45712280273438;41009,19140625;-163,7556610107422;171,12335205078125;-22,080259323120117;0,5776508450508118;0,23699051141738892;0,17294222116470337;0,010078785941004753
76;-378,1942138671875;136,45712280273438;41009,19140625;-178,60755920410156;163,24635314941406;-24,334726333618164;0,5766115784645081;0,2359766662120819;0,1728230118751526;0,010069210082292557
77;-378,1942138671875;136,45712280273438;41009,19140625;-198,915283203125;141,69680786132812;-26,916513442993164;0,5537907481193542;0,227413609623909;0,16649045050144196;0,009547359310090542
78;-378,1942138671875;136,45712280273438;41009,19140625;-123,87516021728516;119,55345916748047;-16,923786163330078;0,55518639087677;0,22662217915058136;0,16688208281993866;0,009579773992300034
79;-378,1942138671875;136,45712280273438;41009,19140625;-45,495574951171875;77,16336059570312;-5,7478556632995605;0,5511080026626587;0,22413280606269836;0,1657569259405136;0,009479132480919361
80;-378,1942138671875;136,45712280273438;41009,19140625;-3,239546298980713;16,692609786987305;2,1034016609191895;0,5478104948997498;0,22129935026168823;0,1646767258644104;0,009397963993251324
81;-378,1942138671875;136,45712280273438;41009,19140625;95,71298217773438;-37,0968132019043;16,76710319519043;0,5472882986068726;0,2197882980108261;0,16446278989315033;0,009376784786581993
82;-378,1942138671875;136,45712280273438;41009,19140625;93,3520736694336;-97,00042724609375;18,224483489990234;0,5397363901138306;0,21553590893745422;0,16215220093727112;0,009190933778882027
83;-378,1942138671875;136,45712280273438;41009,19140625;98,50682830810547;-144,59103393554688;21,61209487915039;0,5298361778259277;0,2101292759180069;0,15902239084243774;0,00894761923700571
84;-378,1942138671875;136,45712280273438;41009,19140625;90,11627960205078;-161,71243286132812;20,348100662231445;0,5277075171470642;0,20774535834789276;0,15810661017894745;0,008890757337212563
85;-378,1942138671875;136,45712280273438;41009,19140625;155,56539916992188;-191,3062744140625;29,268142700195312;0,5139702558517456;0,20128771662712097;0,15400156378746033;0,008541788905858994
86;-378,1942138671875;136,45712280273438;41009,19140625;198,92794799804688;-233,48728942871094;36,19135665893555;0,5191878080368042;0,20199120044708252;0,1554269939661026;0,00865413062274456
87;-378,1942138671875;136,45712280273438;41009,19140625;203,54957580566406;-240,454345703125;36,66324996948242;0,5189868211746216;0,2007107436656952;0,1550741344690323;0,008643602021038532
88;-378,1942138671875;136,45712280273438;41009,19140625;201,4058380126953;-257,50384521484375;36,76422119140625;0,539646327495575;0,20776493847370148;0,16095022857189178;0,009136492386460304
89;-378,1942138671875;136,45712280273438;41009,19140625;309,84417724609375;-283,25799560546875;51,39520263671875;0,5430921316146851;0,20881173014640808;0,16160602867603302;0,009184991009533405
90;-378,1942138671875;136,45712280273438;41009,19140625;351,2422790527344;-294,6078186035156;57,77241516113281;0,5245656371116638;0,19824716448783875;0,15610404312610626;0,00870729610323906
91;-378,1942138671875;136,45712280273438;41009,19140625;377,4560852050781;-317,2774963378906;60,94839096069336;0,5422267317771912;0,20390647649765015;0,1610313206911087;0,009121391922235489
92;-378,1942138671875;136,45712280273438;41009,19140625;475,100341796875;-323,1828308105469;74,07933044433594;0,5513920783996582;0,20766185224056244;0,1633812040090561;0,009340502321720123
93;-378,1942138671875;136,45712280273438;41009,19140625;483,2890930175781;-329,84326171875;73,99854278564453;0,5433096289634705;0,20147421956062317;0,16069743037223816;0,00909814890474081
94;-378,1942138671875;136,45712280273438;41009,19140625;577,655029296875;-327,346923828125;85,63536071777344;0,540604293346405;0,20072336494922638;0,15954847633838654;0,009031503461301327
95;-378,1942138671875;136,45712280273438;41009,19140625;605,470458984375;-358,97698974609375;89,90447235107422;0,5355925559997559;0,1964084506034851;0,1577008217573166;0,00887035671621561
96;-378,1942138671875;136,45712280273438;41009,19140625;622,912109375;-390,05401611328125;93,18485260009766;0,5401515364646912;0,19628791511058807;0,1586553454399109;0,00894306693226099
97;-378,1942138671875;136,45712280273438;41009,19140625;634,1640014648438;-423,9322204589844;96,10435485839844;0,5434844493865967;0,1955845206975937;0,1592218428850174;0,008981863036751747
98;-378,1942138671875;136,45712280273438;41009,19140625;719,8854370117188;-475,6262512207031;108,76871490478516;0,5266927480697632;0,1881503462791443;0,15388363599777222;0,008551564998924732
99;-378,1942138671875;136,45712280273438;41009,19140625;684,6888427734375;-490,63372802734375;104,40507507324219;0,5457310676574707;0,19452720880508423;0,1590704768896103;0,008986126631498337
100;-378,1942138671875;136,45712280273438;41009,19140625;745,8775024414062;-538,541748046875;113,647705078125;0,5294073820114136;0,1848156899213791;0,15378300845623016;0,008521508425474167
101;-378,1942138671875;136,45712280273438;41009,19140625;714,4435424804688;-540,3960571289062;109,65019226074219;0,516629695892334;0,1765974462032318;0,1495705246925354;0,008137000724673271
102;-378,1942138671875;136,45712280273438;41009,19140625;669,0110473632812;-559,1232299804688;103,66679382324219;0,5088257193565369;0,17300273478031158;0,14692072570323944;0,007933041080832481
103;-378,1942138671875;136,45712280273438;41009,19140625;666,0201416015625;-565,0513916015625;103,17955017089844;0,5252389311790466;0,18048939108848572;0,1513705998659134;0,008345934562385082
104;-378,1942138671875;136,45712280273438;41009,19140625;690,7451171875;-587,03076171875;107,37911224365234;0,510940432548523;0,1691979616880417;0,146612748503685;0,0078708091750741
105;-378,1942138671875;136,45712280273438;41009,19140625;660,259765625;-600,870361328125;103,79205322265625;0,5069177746772766;0,1684659719467163;0,14513525366783142;0,007783802226185799
106;-378,1942138671875;136,45712280273438;41009,19140625;618,6710815429688;-587,9913940429688;96,9689712524414;0,5229533314704895;0,17457912862300873;0,14941750466823578;0,008161884732544422
107;-378,1942138671875;136,45712280273438;41009,19140625;601,924560546875;-618,7303466796875;95,26091766357422;0,5126614570617676;0,16728000342845917;0,14596383273601532;0,007835433818399906
