"B0 AOI1";;;;;;;;;;
"Index [1]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"Sigma_X [mm]";"Sigma_Y [mm]";"Sigma_Z [mm]";"sigma [pixel]"
89;-356,1358642578125;96,00934600830078;40729,83203125;361,8941955566406;-192,4786376953125;52,21103286743164;0,5377923846244812;0,20670054852962494;0,16264916956424713;0,00913721602410078
90;-356,1358642578125;96,00934600830078;40729,83203125;406,79656982421875;-211,5350341796875;58,531490325927734;0,5323676466941833;0,2018502652645111;0,1612493395805359;0,009009315632283688
91;-356,1358642578125;96,00934600830078;40729,83203125;425,05059814453125;-245,86326599121094;61,668182373046875;0,5499365329742432;0,20801468193531036;0,1661691963672638;0,009416801854968071
92;-356,1358642578125;96,00934600830078;40729,83203125;519,5879516601562;-261,92144775390625;74,03490447998047;0,5394777059555054;0,20166927576065063;0,16285741329193115;0,009129305370151997
93;-356,1358642578125;96,00934600830078;40729,83203125;516,7483520507812;-282,57550048828125;74,09786987304688;0,5406162142753601;0,20080099999904633;0,16288672387599945;0,009134942665696144
94;-356,1358642578125;96,00934600830078;40729,83203125;602,4522705078125;-287,7820739746094;85,26951599121094;0,5304319858551025;0,19636858999729156;0,15943865478038788;0,00887609925121069
95;-356,1358642578125;96,00934600830078;40729,83203125;629,445068359375;-319,2127685546875;89,66707611083984;0,5320979952812195;0,1950378268957138;0,15962477028369904;0,008880718611180782
96;-356,1358642578125;96,00934600830078;40729,83203125;654,0098876953125;-343,4249267578125;93,27986907958984;0,5251562595367432;0,19197864830493927;0,15716038644313812;0,008699075318872929
97;-356,1358642578125;96,00934600830078;40729,83203125;674,4143676757812;-368,2653503417969;95,97631072998047;0,5050035715103149;0,18283063173294067;0,15078642964363098;0,008180009201169014
98;-356,1358642578125;96,00934600830078;40729,83203125;766,6768798828125;-407,61138916015625;108,63439178466797;0,5174846053123474;0,1858838051557541;0,15411598980426788;0,008445559069514275
99;-356,1358642578125;96,00934600830078;40729,83203125;733,5991821289062;-413,2887878417969;104,52922821044922;0,5184447765350342;0,18508382141590118;0,15402546525001526;0,008442212827503681
100;-356,1358642578125;96,00934600830078;40729,83203125;799,9774780273438;-455,5814514160156;113,91929626464844;0,5117480158805847;0,18033258616924286;0,15161970257759094;0,00823315978050232
101;-356,1358642578125;96,00934600830078;40729,83203125;770,7769165039062;-455,8619384765625;109,80847930908203;0,5075801014900208;0,17738130688667297;0,14999468624591827;0,008100309409201145
102;-356,1358642578125;96,00934600830078;40729,83203125;724,1634521484375;-471,74267578125;103,9190673828125;0,4947334825992584;0,1702372133731842;0,14579544961452484;0,007740058470517397
103;-356,1358642578125;96,00934600830078;40729,83203125;721,1953735351562;-475,9674377441406;103,27381896972656;0,49458056688308716;0,1690332293510437;0,1453544646501541;0,007704626768827438
104;-356,1358642578125;96,00934600830078;40729,83203125;749,5313720703125;-495,3276672363281;107,59905242919922;0,5053361654281616;0,17073029279708862;0,1480850875377655;0,00791196245700121
105;-356,1358642578125;96,00934600830078;40729,83203125;723,8042602539062;-506,8165588378906;103,96331787109375;0,4936937689781189;0,1628250926733017;0,14422351121902466;0,007550169248133898
106;-356,1358642578125;96,00934600830078;40729,83203125;680,1666870117188;-493,76800537109375;97,4280776977539;0,49510350823402405;0,16507276892662048;0,14432163536548615;0,007605555467307568
107;-356,1358642578125;96,00934600830078;40729,83203125;660,9318237304688;-525,4755859375;96,10407257080078;0,503808319568634;0,16673611104488373;0,14646337926387787;0,00777390506118536
